# INA219 monitor ready | sda=41 scl=42 sample_period_ms=100 calibration=16V_400mA
elapsed_ms	bus_voltage_V	shunt_voltage_mV	load_voltage_V	current_mA	power_mW
48115	5.0160	-11.2000	5.0048	116.5000	524.0000
48218	5.0200	-10.3800	5.0096	103.7000	521.0000
48321	5.0240	-10.3500	5.0136	103.8000	521.0000
48424	5.0200	-11.0600	5.0089	105.9000	531.0000
48527	5.0240	-10.3700	5.0136	103.8000	524.0000
48630	5.0200	-10.4300	5.0096	121.5000	611.0000
48733	5.0240	-10.4700	5.0135	104.1000	523.0000
48836	5.0200	-10.6400	5.0094	106.2000	532.0000
48939	5.0240	-10.3600	5.0136	117.0000	587.0000
49042	5.0160	-10.3600	5.0056	108.1000	557.0000
49145	5.0240	-10.3300	5.0137	103.5000	519.0000
49248	5.0200	-10.4100	5.0096	106.3000	528.0000
49351	5.0240	-12.1700	5.0118	112.6000	565.0000
49454	5.0200	-10.3900	5.0096	103.7000	523.0000
49557	5.0240	-11.2200	5.0128	111.1000	557.0000
49660	5.0240	-12.0700	5.0119	103.3000	549.0000
49763	5.0160	-10.3400	5.0057	103.1000	518.0000
49866	5.0200	-11.6100	5.0084	103.6000	609.0000
49969	5.0200	-10.3900	5.0096	105.1000	528.0000
50072	5.0240	-10.4800	5.0135	104.9000	524.0000
50175	5.0240	-10.4200	5.0136	104.6000	524.0000
50278	5.0160	-11.6000	5.0044	116.4000	585.0000
50381	5.0160	-11.6200	5.0044	116.0000	582.0000
50484	5.0160	-11.7000	5.0043	116.6000	585.0000
50587	5.0600	-4.0500	5.0560	40.8000	206.0000
50690	5.0520	-4.0800	5.0479	54.2000	274.0000
50793	5.0440	-6.0700	5.0379	60.5000	305.0000
50896	5.0520	-6.0600	5.0459	60.4000	305.0000
50999	5.0480	-5.9900	5.0420	59.9000	301.0000
51102	5.0760	-0.9400	5.0751	9.4000	48.0000
51205	5.0760	-0.9400	5.0751	9.4000	48.0000
51308	5.0760	-0.9400	5.0751	9.4000	48.0000
51411	5.0760	-0.9400	5.0751	9.5000	48.0000
51514	5.0760	-0.9400	5.0751	9.4000	48.0000
51617	5.0760	-0.9400	5.0751	9.3000	48.0000
51720	5.0760	-0.9400	5.0751	9.4000	48.0000
51823	5.0760	-0.9400	5.0751	9.3000	48.0000
51926	5.0720	-0.9400	5.0711	9.3000	48.0000
52029	5.0760	-0.9400	5.0751	9.5000	48.0000
52132	5.0760	-0.9400	5.0751	9.4000	48.0000
52235	5.0800	-0.9300	5.0791	9.4000	48.0000
52338	5.0760	-0.9400	5.0751	9.4000	48.0000
52441	5.0800	-0.9400	5.0791	9.4000	48.0000
52544	5.0760	-0.9400	5.0751	9.4000	48.0000
52647	5.0760	-0.9500	5.0751	9.4000	48.0000
52750	5.0760	-0.9400	5.0751	9.4000	48.0000
52853	5.0760	-0.9400	5.0751	9.4000	48.0000
52956	5.0760	-0.9400	5.0751	9.4000	48.0000
53059	5.0760	-0.9300	5.0751	9.4000	48.0000
53162	5.0760	-0.9400	5.0751	9.4000	48.0000
53265	5.0760	-0.9400	5.0751	9.4000	48.0000
53368	5.0760	-0.9400	5.0751	9.5000	48.0000
53471	5.0760	-0.9400	5.0751	9.4000	48.0000
53574	5.0800	-0.9400	5.0791	9.4000	48.0000
53677	5.0760	-0.9400	5.0751	9.4000	48.0000
53780	5.0800	-0.9400	5.0791	9.4000	48.0000
53883	5.0760	-0.9400	5.0751	9.4000	48.0000
53986	5.0760	-0.9400	5.0751	9.4000	48.0000
54089	5.0760	-0.9400	5.0751	9.4000	48.0000
54192	5.0760	-0.9400	5.0751	9.4000	48.0000
54295	5.0760	-0.9400	5.0751	9.4000	48.0000
54398	5.0760	-0.9500	5.0751	9.4000	48.0000
54501	5.0800	-0.9400	5.0791	9.5000	48.0000
54604	5.0760	-0.9300	5.0751	9.5000	48.0000
54707	5.0760	-0.9400	5.0751	9.3000	48.0000
54810	5.0760	-0.9400	5.0751	9.4000	48.0000
54913	5.0760	-0.9400	5.0751	9.4000	48.0000
55016	5.0760	-0.9400	5.0751	9.4000	48.0000
55119	5.0760	-0.9400	5.0751	9.5000	48.0000
55222	5.0760	-0.9400	5.0751	9.4000	48.0000
55325	5.0760	-0.9400	5.0751	9.4000	48.0000
55428	5.0760	-0.9400	5.0751	9.4000	48.0000
55531	5.0760	-0.9400	5.0751	9.5000	48.0000
55634	5.0760	-0.9400	5.0751	9.4000	48.0000
55737	5.0760	-0.9400	5.0751	9.4000	48.0000
55840	5.0800	-0.9400	5.0791	9.5000	48.0000
55943	5.0760	-0.9400	5.0751	9.5000	48.0000
56046	5.0800	-0.9500	5.0791	9.4000	48.0000
56149	5.0760	-0.9400	5.0751	9.5000	48.0000
56252	5.0760	-0.9400	5.0751	9.5000	48.0000
56355	5.0760	-0.9400	5.0751	9.4000	48.0000
56458	5.0760	-0.9400	5.0751	9.4000	48.0000
56561	5.0760	-0.9400	5.0751	9.4000	48.0000
56664	5.0760	-0.9400	5.0751	9.4000	48.0000
56767	5.0760	-0.9400	5.0751	9.4000	48.0000
56870	5.0760	-0.9400	5.0751	9.4000	48.0000
56973	5.0760	-0.9400	5.0751	9.5000	48.0000
57076	5.0760	-0.9400	5.0751	9.4000	48.0000
57179	5.0800	-0.9400	5.0791	9.3000	48.0000
57282	5.0760	-0.9400	5.0751	9.4000	48.0000
57385	5.0760	-0.9400	5.0751	9.4000	48.0000
57488	5.0760	-0.9400	5.0751	9.3000	48.0000
57591	5.0760	-0.9400	5.0751	9.4000	48.0000
57694	5.0760	-0.9400	5.0751	9.4000	48.0000
57797	5.0760	-0.9400	5.0751	9.4000	48.0000
57900	5.0760	-0.9400	5.0751	9.4000	48.0000
58003	5.0760	-0.9400	5.0751	9.4000	48.0000
58106	5.0760	-0.9400	5.0751	9.4000	48.0000
58209	5.0760	-0.9400	5.0751	9.4000	48.0000
58312	5.0800	-0.9400	5.0791	9.5000	48.0000
58415	5.0760	-0.9400	5.0751	9.4000	48.0000
58518	5.0800	-0.9400	5.0791	9.4000	48.0000
58621	5.0760	-0.9400	5.0751	9.4000	48.0000
58724	5.0800	-0.9400	5.0791	9.4000	48.0000
58827	5.0760	-0.9400	5.0751	9.4000	48.0000
58930	5.0760	-0.9400	5.0751	9.5000	48.0000
59033	5.0760	-0.9400	5.0751	9.4000	48.0000
59136	5.0760	-0.9400	5.0751	9.4000	48.0000
59239	5.0800	-0.9400	5.0791	9.5000	48.0000
59342	5.0760	-0.9400	5.0751	9.4000	48.0000
59445	5.0800	-0.9400	5.0791	9.4000	48.0000
59548	5.0760	-0.9400	5.0751	9.5000	48.0000
59651	5.0800	-0.9400	5.0791	9.4000	48.0000
59754	5.0760	-0.9400	5.0751	9.5000	48.0000
59857	5.0760	-0.9500	5.0751	9.4000	48.0000
59960	5.0760	-0.9400	5.0751	9.4000	48.0000
60063	5.0760	-0.9400	5.0751	9.4000	48.0000
60166	5.0760	-0.9400	5.0751	9.4000	48.0000
60269	5.0760	-0.9400	5.0751	9.4000	48.0000
60372	5.0760	-0.9400	5.0751	9.4000	48.0000
60475	5.0760	-0.9400	5.0751	9.4000	48.0000
60578	5.0800	-0.9500	5.0791	9.4000	48.0000
60681	5.0760	-0.9400	5.0751	9.4000	48.0000
60784	5.0760	-0.9400	5.0751	9.4000	48.0000
60887	5.0760	-0.9400	5.0751	9.5000	48.0000
60990	5.0800	-0.9400	5.0791	22.3000	113.0000
61093	5.0520	-5.6400	5.0464	56.3000	282.0000
61196	5.0480	-6.0300	5.0420	59.8000	301.0000
61299	5.0480	-5.8800	5.0421	58.8000	297.0000
61402	5.0560	-5.0600	5.0509	50.6000	256.0000
61505	5.0520	-5.1800	5.0468	53.2000	261.0000
61608	5.0160	-11.5300	5.0045	115.9000	582.0000
61711	5.0160	-11.8000	5.0042	117.6000	632.0000
61814	5.0240	-10.3600	5.0136	104.0000	523.0000
61917	5.0240	-10.4400	5.0136	103.0000	518.0000
62020	5.0240	-10.3100	5.0137	103.2000	518.0000
62123	5.0240	-10.3300	5.0137	103.3000	519.0000
62226	5.0120	-10.2800	5.0017	104.3000	519.0000
62329	5.0200	-10.3200	5.0097	117.2000	588.0000
62432	5.0240	-10.7400	5.0133	128.5000	562.0000
62535	5.0240	-10.3700	5.0136	104.0000	523.0000
62638	5.0240	-10.3900	5.0136	110.0000	524.0000
62741	5.0280	-11.0700	5.0169	120.0000	603.0000
62844	5.0240	-10.3200	5.0137	103.2000	518.0000
62947	5.0280	-10.3000	5.0177	103.3000	519.0000
63050	5.0160	-10.8800	5.0051	116.8000	541.0000
63153	5.0240	-10.3900	5.0136	103.8000	521.0000
63256	5.0240	-10.4300	5.0136	104.8000	518.0000
63359	5.0240	-10.3300	5.0137	103.5000	519.0000
63462	5.0240	-10.3100	5.0137	109.9000	552.0000
63565	5.0200	-12.1600	5.0078	121.4000	609.0000
63668	5.0280	-10.3400	5.0177	106.6000	534.0000
63771	5.0160	-11.6600	5.0043	103.9000	523.0000
63874	5.0240	-11.2300	5.0128	103.5000	519.0000
63977	5.0120	-10.8300	5.0012	105.0000	523.0000
64080	5.0240	-10.3600	5.0136	103.3000	519.0000
64183	5.0200	-10.5200	5.0095	105.0000	519.0000
64286	5.0280	-10.3300	5.0177	104.3000	524.0000
64389	5.0240	-10.4100	5.0136	112.8000	591.0000
64492	5.0200	-11.7400	5.0083	105.3000	529.0000
64595	5.0240	-11.0300	5.0130	104.6000	531.0000
64698	5.0240	-10.3900	5.0136	117.3000	588.0000
64801	5.0240	-10.4600	5.0135	103.3000	523.0000
64904	5.0160	-10.2200	5.0058	103.3000	519.0000
65007	5.0240	-10.4600	5.0135	103.5000	528.0000
65110	5.0160	-11.7100	5.0043	117.2000	588.0000
65213	5.0160	-12.6600	5.0033	101.7000	511.0000
65316	5.0240	-10.4200	5.0136	106.0000	532.0000
65419	5.0280	-10.3200	5.0177	103.3000	519.0000
65522	5.0200	-11.1000	5.0089	104.3000	593.0000
65625	5.0240	-9.8700	5.0141	100.8000	506.0000
65728	5.0240	-11.1400	5.0129	104.8000	587.0000
65831	5.0160	-11.7600	5.0042	104.7000	526.0000
65934	5.0200	-10.4400	5.0096	110.7000	521.0000
66037	5.0240	-10.4500	5.0136	103.3000	519.0000
66140	5.0240	-10.3900	5.0136	99.9000	503.0000
66243	5.0240	-10.5400	5.0135	103.2000	518.0000
66346	5.0120	-10.3700	5.0016	115.9000	521.0000
66449	5.0240	-10.6100	5.0134	117.8000	590.0000
66552	5.0240	-11.2300	5.0128	104.4000	523.0000
66655	5.0120	-12.3300	4.9997	123.4000	618.0000
66758	5.0120	-12.3100	4.9997	123.1000	618.0000
66861	5.0120	-12.3700	4.9996	134.7000	675.0000
66964	5.0120	-12.3900	4.9996	123.8000	621.0000
67067	5.0120	-12.3600	4.9996	123.7000	619.0000
67170	5.0160	-12.4000	5.0036	119.9000	601.0000
67273	5.0120	-11.7600	5.0002	117.1000	608.0000
67376	5.0240	-10.3600	5.0136	104.2000	524.0000
67479	5.0240	-10.3500	5.0136	103.9000	523.0000
67582	5.0240	-10.4400	5.0136	104.3000	524.0000
67685	5.0160	-12.5100	5.0035	116.7000	521.0000
67788	5.0240	-11.2400	5.0128	104.1000	523.0000
67891	5.0240	-10.5100	5.0135	104.4000	524.0000
67994	5.0240	-10.5300	5.0135	104.1000	523.0000
68097	5.0240	-10.4400	5.0136	104.9000	528.0000
68200	5.0240	-10.3600	5.0136	103.4000	519.0000
68303	5.0240	-10.3400	5.0137	103.3000	519.0000
68406	5.0240	-10.3400	5.0137	103.7000	521.0000
68509	5.0240	-10.7400	5.0133	119.5000	600.0000
68612	5.0200	-10.9300	5.0091	118.4000	595.0000
68715	5.0240	-10.5900	5.0134	104.8000	526.0000
68818	5.0240	-11.0600	5.0129	105.1000	528.0000
68921	5.0240	-10.3200	5.0137	105.1000	528.0000
69024	5.0200	-10.4900	5.0095	104.9000	523.0000
69127	5.0240	-10.4800	5.0135	104.0000	523.0000
69230	5.0240	-10.5700	5.0134	104.5000	524.0000
69333	5.0240	-10.5600	5.0134	103.8000	521.0000
69436	5.0160	-11.6200	5.0044	108.5000	519.0000
69539	5.0200	-11.7200	5.0083	120.8000	606.0000
69642	5.0240	-10.3600	5.0136	103.7000	523.0000
69745	5.0240	-10.4000	5.0136	103.3000	519.0000
69848	5.0240	-10.4000	5.0136	121.0000	524.0000
69951	5.0240	-10.4300	5.0136	104.3000	524.0000
70054	5.0240	-10.4400	5.0136	103.8000	521.0000
70157	5.0200	-10.4300	5.0096	103.9000	523.0000
70260	5.0160	-10.3800	5.0056	116.0000	583.0000
70363	5.0240	-10.3800	5.0136	103.5000	519.0000
70466	5.0240	-10.3200	5.0137	104.2000	523.0000
70569	5.0240	-10.5600	5.0134	121.4000	524.0000
70672	5.0200	-10.4300	5.0096	104.3000	524.0000
70775	5.0240	-10.4000	5.0136	103.8000	609.0000
70878	5.0280	-10.4500	5.0175	103.5000	519.0000
70981	5.0240	-10.4500	5.0136	103.8000	521.0000
71084	5.0280	-11.6400	5.0164	117.0000	587.0000
71187	5.0160	-12.5800	5.0034	104.7000	524.0000
71290	5.0240	-10.7700	5.0132	111.8000	562.0000
71393	5.0200	-10.4200	5.0096	104.4000	524.0000
71496	5.0280	-10.3600	5.0176	104.1000	523.0000
71599	5.0240	-10.3600	5.0136	103.8000	519.0000
71702	5.0240	-10.3600	5.0136	103.6000	521.0000
71805	5.0240	-10.3900	5.0136	103.9000	526.0000
71908	5.0240	-12.3400	5.0117	107.5000	539.0000
72011	5.0160	-11.8700	5.0041	104.4000	524.0000
72114	5.0240	-10.4000	5.0136	103.9000	523.0000
72217	5.0080	-12.4500	4.9955	123.2000	618.0000
72320	5.0120	-12.3500	4.9997	123.9000	675.0000
72423	5.0120	-12.5100	4.9995	123.3000	618.0000
72526	5.0120	-11.9400	5.0001	115.8000	644.0000
72629	5.0240	-10.3900	5.0136	104.1000	523.0000
72732	5.0160	-11.6800	5.0043	116.4000	585.0000
72835	5.0200	-10.3900	5.0096	118.0000	593.0000
72938	5.0240	-10.3600	5.0136	110.9000	523.0000
73041	5.0240	-10.3700	5.0136	103.6000	519.0000
73144	5.0240	-10.3600	5.0136	103.7000	526.0000
73247	5.0240	-10.3700	5.0136	105.1000	528.0000
73350	5.0240	-10.4500	5.0136	105.7000	531.0000
73453	5.0200	-10.5200	5.0095	111.3000	559.0000
73556	5.0240	-10.4100	5.0136	103.8000	521.0000
73659	5.0160	-11.2600	5.0047	116.5000	585.0000
73762	5.0240	-11.8500	5.0122	103.5000	519.0000
73865	5.0200	-10.3200	5.0097	121.7000	611.0000
73968	5.0240	-10.3600	5.0136	105.8000	531.0000
74071	5.0200	-11.6000	5.0084	107.9000	554.0000
74174	5.0240	-10.4000	5.0136	103.6000	521.0000
74277	5.0240	-10.8000	5.0132	103.9000	519.0000
74380	5.0240	-10.9900	5.0130	103.6000	521.0000
74483	5.0240	-10.4100	5.0136	105.2000	564.0000
74586	5.0200	-13.0100	5.0070	104.5000	524.0000
74689	5.0200	-10.4200	5.0096	112.6000	524.0000
74792	5.0240	-10.4500	5.0136	109.8000	551.0000
74895	5.0240	-10.3800	5.0136	104.1000	521.0000
74998	5.0240	-10.3600	5.0136	103.6000	519.0000
75101	5.0240	-10.4000	5.0136	103.8000	524.0000
75204	5.0240	-10.4000	5.0136	103.7000	521.0000
75307	5.0240	-10.7300	5.0133	104.7000	526.0000
75410	5.0160	-11.7600	5.0042	117.6000	590.0000
75513	5.0240	-10.4200	5.0136	103.8000	521.0000
75616	5.0240	-10.3600	5.0136	104.2000	519.0000
75719	5.0240	-10.4100	5.0136	104.8000	526.0000
75822	5.0240	-10.4800	5.0135	104.4000	521.0000
75925	5.0200	-11.8800	5.0081	103.9000	523.0000
76028	5.0200	-11.4000	5.0086	104.7000	528.0000
76131	5.0240	-10.4300	5.0136	104.1000	523.0000
76234	5.0240	-10.4700	5.0135	110.8000	583.0000
76337	5.0200	-11.7100	5.0083	100.8000	506.0000
76440	5.0240	-12.3400	5.0117	103.4000	521.0000
76543	5.0240	-10.8900	5.0131	103.7000	521.0000
76646	5.0160	-10.4100	5.0056	108.2000	508.0000
76749	5.0200	-10.4500	5.0096	101.7000	511.0000
76852	5.0240	-10.4600	5.0135	101.4000	508.0000
76955	5.0240	-10.0800	5.0139	100.5000	505.0000
77058	5.0240	-10.0600	5.0139	116.6000	585.0000
77161	5.0160	-11.3400	5.0047	106.9000	537.0000
77264	5.0160	-12.0300	5.0040	123.2000	618.0000
77367	5.0120	-12.3800	4.9996	123.4000	621.0000
77470	5.0120	-13.5800	4.9984	124.7000	624.0000
77573	5.0160	-11.7400	5.0043	116.7000	588.0000
77676	5.0160	-11.0800	5.0049	104.9000	528.0000
77779	5.0240	-10.3900	5.0136	105.1000	526.0000
77882	5.0240	-10.4300	5.0136	103.7000	519.0000
77985	5.0160	-11.0100	5.0050	118.8000	549.0000
78088	5.0240	-10.5200	5.0135	105.9000	532.0000
78191	5.0120	-10.5400	5.0015	105.8000	626.0000
78294	5.0120	-10.5600	5.0014	103.5000	519.0000
78397	5.0160	-10.6400	5.0054	111.0000	539.0000
78500	5.0240	-10.3800	5.0136	104.2000	524.0000
78603	5.0280	-10.3600	5.0176	103.5000	523.0000
78706	5.0120	-11.0600	5.0009	103.4000	519.0000
78809	5.0240	-11.5800	5.0124	116.9000	587.0000
78912	5.0240	-10.4800	5.0135	105.2000	529.0000
79015	5.0240	-12.1800	5.0118	105.1000	528.0000
79118	5.0240	-10.3700	5.0136	103.5000	523.0000
79221	5.0200	-11.0400	5.0090	103.4000	519.0000
79324	5.0240	-10.3700	5.0136	106.1000	519.0000
79427	5.0240	-10.3500	5.0136	103.9000	523.0000
79530	5.0200	-11.4200	5.0086	104.3000	528.0000
79633	5.0240	-11.8500	5.0122	104.6000	524.0000
79736	5.0160	-11.6800	5.0043	115.0000	562.0000
79839	5.0240	-10.3500	5.0136	103.5000	519.0000
79942	5.0240	-11.0600	5.0129	103.9000	521.0000
80045	5.0240	-10.3800	5.0136	104.2000	523.0000
80148	5.0240	-10.7200	5.0133	105.9000	531.0000
80251	5.0240	-10.5700	5.0134	104.5000	524.0000
80354	5.0120	-11.4100	5.0006	103.6000	521.0000
80457	5.0160	-10.3700	5.0056	128.1000	642.0000
80560	5.0200	-10.3300	5.0097	115.6000	580.0000
80663	5.0200	-10.3800	5.0096	103.7000	521.0000
80766	5.0240	-10.5300	5.0135	104.7000	526.0000
80869	5.0200	-10.4500	5.0096	104.7000	531.0000
80972	5.0240	-10.5100	5.0135	118.3000	593.0000
81075	5.0240	-10.4300	5.0136	104.3000	562.0000
81178	5.0240	-10.5100	5.0135	103.5000	519.0000
81281	5.0240	-10.6900	5.0133	103.5000	519.0000
81384	5.0240	-10.3600	5.0136	116.6000	585.0000
81487	5.0160	-11.6800	5.0043	107.3000	524.0000
81590	5.0240	-10.4700	5.0135	105.2000	528.0000
81693	5.0240	-10.5100	5.0135	104.0000	521.0000
81796	5.0200	-10.4500	5.0096	105.2000	528.0000
81899	5.0200	-10.3400	5.0097	103.8000	526.0000
82002	5.0240	-10.3600	5.0136	103.7000	521.0000
82105	5.0240	-10.4200	5.0136	105.2000	528.0000
82208	5.0120	-12.4300	4.9996	124.9000	626.0000
82311	5.0160	-11.8900	5.0041	125.0000	626.0000
82414	5.0120	-12.4600	4.9995	123.4000	619.0000
82517	5.0120	-11.7600	5.0002	115.9000	582.0000
82620	5.0240	-10.3500	5.0136	103.7000	523.0000
82723	5.0240	-10.3400	5.0137	103.5000	519.0000
82826	5.0240	-10.4100	5.0136	104.4000	529.0000
82929	5.0160	-10.4800	5.0055	104.5000	524.0000
83032	5.0240	-10.4400	5.0136	104.2000	526.0000
83135	5.0200	-10.4400	5.0096	116.6000	585.0000
83238	5.0200	-10.4200	5.0096	104.0000	521.0000
83341	5.0200	-10.3800	5.0096	104.0000	523.0000
83444	5.0240	-11.7900	5.0122	103.5000	521.0000
83547	5.0200	-10.2900	5.0097	104.2000	524.0000
83650	5.0240	-10.4300	5.0136	104.9000	526.0000
83753	5.0240	-10.4100	5.0136	104.7000	526.0000
83856	5.0200	-10.4000	5.0096	104.9000	528.0000
83959	5.0240	-10.4100	5.0136	114.9000	577.0000
84062	5.0200	-11.6900	5.0083	103.4000	519.0000
84165	5.0240	-10.4600	5.0135	103.7000	528.0000
84268	5.0240	-10.5000	5.0135	106.7000	536.0000
84371	5.0240	-10.4900	5.0135	104.1000	521.0000
84474	5.0240	-15.7700	5.0082	111.6000	560.0000
84577	5.0240	-10.4200	5.0136	112.7000	523.0000
84680	5.0240	-10.3900	5.0136	104.2000	524.0000
84783	5.0240	-10.4000	5.0136	113.9000	590.0000
84886	5.0160	-11.7700	5.0042	105.4000	529.0000
84989	5.0240	-10.4700	5.0135	104.8000	531.0000
85092	5.0240	-10.3800	5.0136	103.7000	521.0000
85195	5.0240	-10.3700	5.0136	104.3000	524.0000
85298	5.0200	-10.4200	5.0096	104.2000	524.0000
85401	5.0240	-10.4100	5.0136	103.6000	521.0000
85504	5.0200	-10.4300	5.0096	104.1000	523.0000
85607	5.0240	-10.4200	5.0136	104.4000	524.0000
85710	5.0120	-11.9400	5.0001	116.7000	554.0000
85813	5.0240	-10.3900	5.0136	103.8000	521.0000
85916	5.0240	-10.4000	5.0136	104.1000	523.0000
86019	5.0240	-10.5000	5.0135	103.4000	519.0000
86122	5.0240	-10.3800	5.0136	104.6000	524.0000
86225	5.0240	-10.3800	5.0136	105.1000	528.0000
86328	5.0240	-10.4600	5.0135	104.6000	531.0000
86431	5.0240	-10.4500	5.0136	105.2000	528.0000
86534	5.0240	-10.4400	5.0136	108.3000	590.0000
86637	5.0200	-11.6600	5.0083	104.9000	526.0000
86740	5.0200	-10.5000	5.0095	104.8000	583.0000
86843	5.0240	-10.5000	5.0135	103.6000	521.0000
86946	5.0240	-10.5100	5.0135	105.0000	528.0000
87049	5.0200	-10.5000	5.0095	105.0000	528.0000
87152	5.0240	-10.4000	5.0136	103.6000	521.0000
87255	5.0120	-12.3400	4.9997	123.2000	619.0000
87358	5.0120	-12.4700	4.9995	123.4000	619.0000
87461	5.0160	-11.7500	5.0042	122.8000	616.0000
87564	5.0160	-12.0200	5.0040	114.8000	575.0000
87667	5.0240	-10.4200	5.0136	104.9000	528.0000
87770	5.0240	-10.4500	5.0136	104.2000	524.0000
87873	5.0200	-10.3900	5.0096	104.6000	524.0000
87976	5.0240	-10.3700	5.0136	103.9000	521.0000
88079	5.0000	-12.7500	4.9872	141.1000	623.0000
88182	5.0240	-10.3600	5.0136	103.7000	521.0000
88285	5.0160	-10.4400	5.0056	117.4000	572.0000
88388	5.0200	-10.4400	5.0096	104.3000	524.0000
88491	5.0240	-10.4400	5.0136	104.4000	528.0000
88594	5.0200	-10.3800	5.0096	103.7000	521.0000
88697	5.0240	-10.4500	5.0136	117.4000	590.0000
88800	5.0240	-10.4100	5.0136	103.7000	521.0000
88903	5.0240	-10.3700	5.0136	105.8000	531.0000
89006	5.0240	-10.4100	5.0136	104.3000	524.0000
89109	5.0240	-10.4500	5.0136	117.2000	588.0000
89212	5.0200	-10.9600	5.0090	104.0000	521.0000
89315	5.0240	-12.0300	5.0120	110.8000	557.0000
89418	5.0240	-10.5100	5.0135	103.4000	519.0000
89521	5.0240	-10.9000	5.0131	110.1000	554.0000
89624	5.0240	-10.3400	5.0137	106.0000	523.0000
89727	5.0240	-10.4500	5.0136	105.1000	528.0000
89830	5.0240	-10.4800	5.0135	104.4000	524.0000
89933	5.0200	-10.4900	5.0095	103.7000	521.0000
90036	5.0160	-12.9900	5.0030	114.7000	528.0000
90139	5.0240	-10.4000	5.0136	105.5000	529.0000
90242	5.0240	-10.3600	5.0136	114.6000	575.0000
90345	5.0240	-10.4800	5.0135	104.5000	524.0000
90448	5.0200	-10.5200	5.0095	105.5000	531.0000
90551	5.0240	-10.4000	5.0136	103.9000	521.0000
90654	5.0240	-10.3700	5.0136	103.6000	521.0000
90757	5.0240	-10.3500	5.0136	104.3000	529.0000
90860	5.0200	-10.4400	5.0096	117.8000	591.0000
90963	5.0240	-10.3600	5.0136	104.9000	528.0000
91066	5.0240	-10.3800	5.0136	115.5000	580.0000
91169	5.0240	-10.5600	5.0134	105.5000	521.0000
91272	5.0240	-10.5300	5.0135	104.0000	523.0000
91375	5.0240	-10.4800	5.0135	103.6000	521.0000
91478	5.0240	-11.7300	5.0123	110.4000	555.0000
91581	5.0240	-10.4200	5.0136	103.9000	521.0000
91684	5.0240	-10.4800	5.0135	117.5000	590.0000
91787	5.0240	-11.8200	5.0122	104.3000	524.0000
91890	5.0160	-12.3300	5.0037	117.4000	588.0000
91993	5.0600	-4.0600	5.0559	40.5000	205.0000
92096	5.0600	-4.0500	5.0560	40.4000	205.0000
92199	5.0480	-6.0000	5.0420	60.1000	303.0000
92302	5.0480	-5.9800	5.0420	59.9000	303.0000
92405	5.0480	-6.0500	5.0419	60.9000	306.0000
92508	5.0760	-0.9400	5.0751	9.4000	48.0000
92611	5.0800	-0.9400	5.0791	9.3000	48.0000
92714	5.0760	-0.9400	5.0751	9.3000	48.0000
92817	5.0800	-0.9400	5.0791	9.3000	48.0000
92920	5.0760	-0.9400	5.0751	9.4000	48.0000
93023	5.0760	-0.9400	5.0751	9.4000	48.0000
93126	5.0760	-0.9400	5.0751	9.4000	48.0000
93229	5.0760	-0.9400	5.0751	9.5000	48.0000
93332	5.0760	-0.9400	5.0751	9.4000	48.0000
93435	5.0760	-0.9400	5.0751	9.3000	48.0000
93538	5.0800	-0.9400	5.0791	9.4000	48.0000
93641	5.0760	-0.9400	5.0751	9.4000	48.0000
93744	5.0800	-0.9400	5.0791	9.4000	48.0000
93847	5.0760	-0.9500	5.0751	9.4000	48.0000
93950	5.0800	-0.9400	5.0791	9.4000	48.0000
94053	5.0760	-0.9400	5.0751	9.4000	48.0000
94156	5.0760	-0.9400	5.0751	9.4000	48.0000
94259	5.0760	-0.9400	5.0751	9.4000	48.0000
94362	5.0760	-0.9400	5.0751	9.4000	48.0000
94465	5.0760	-0.9500	5.0751	9.4000	48.0000
94568	5.0760	-0.9400	5.0751	9.4000	48.0000
94671	5.0760	-0.9400	5.0751	9.4000	48.0000
94774	5.0760	-0.9400	5.0751	9.5000	48.0000
94877	5.0760	-0.9400	5.0751	9.4000	48.0000
94980	5.0760	-0.9400	5.0751	9.4000	48.0000
95083	5.0800	-0.9400	5.0791	9.4000	48.0000
95186	5.0760	-0.9400	5.0751	9.5000	48.0000
95289	5.0760	-0.9400	5.0751	9.4000	48.0000
95392	5.0760	-0.9500	5.0751	9.4000	48.0000
95495	5.0760	-0.9400	5.0751	9.4000	48.0000
95598	5.0760	-0.9400	5.0751	9.4000	48.0000
95701	5.0760	-0.9400	5.0751	9.4000	48.0000
95804	5.0800	-0.9400	5.0791	9.4000	48.0000
95907	5.0760	-0.9400	5.0751	9.4000	48.0000
96010	5.0800	-0.9400	5.0791	9.4000	48.0000
96113	5.0760	-0.9400	5.0751	9.4000	48.0000
96216	5.0800	-0.9400	5.0791	9.4000	48.0000
96319	5.0760	-0.9400	5.0751	9.4000	48.0000
96422	5.0800	-0.9500	5.0791	9.4000	48.0000
96525	5.0760	-0.9400	5.0751	9.4000	48.0000
96628	5.0760	-0.9400	5.0751	9.5000	48.0000
96731	5.0760	-0.9400	5.0751	9.4000	48.0000
96834	5.0760	-0.9400	5.0751	9.4000	48.0000
96937	5.0760	-0.9400	5.0751	9.4000	48.0000
97040	5.0760	-0.9400	5.0751	9.3000	48.0000
97143	5.0760	-0.9500	5.0751	9.4000	48.0000
97246	5.0760	-0.9500	5.0751	9.5000	48.0000
97349	5.0800	-0.9400	5.0791	9.4000	48.0000
